orig_book_index,orig_chapter,orig_verse,text
Matthew,3,7,Ιδων δε πολλους των Φαρισαιων και Σαδδουκαιων ερχομενους επι το βαπτισμα αυτου ειπεν αυτοις Γεννηματα εχιδνων τις υπεδειξεν υμιν φυγειν απο της μελλουσης οργης
Matthew,3,8,ποιησατε ουν καρπον αξιον της μετανοιας
Matthew,3,9,και μη δοξητε λεγειν εν εαυτοις Πατερα εχομεν τον Αβρααμ λεγω γαρ υμιν οτι δυναται ο θεος εκ των λιθων τουτων εγειραι τεκνα τω Αβρααμ
Matthew,3,10,ηδη δε η αξινη προς την ριζαν των δενδρων κειται παν ουν δενδρον μη ποιουν καρπον καλον εκκοπτεται και εις πυρ βαλλεται
Matthew,3,11,Εγω μεν υμας βαπτιζω εν υδατι εις μετανοιαν ο δε οπισω μου ερχομενος ισχυροτερος μου εστιν ου ουκ ειμι ικανος τα υποδηματα βαστασαι αυτος υμας βαπτισει εν πνευματι αγιω και πυρι
Matthew,3,12,ου το πτυον εν τη χειρι αυτου και διακαθαριει την αλωνα αυτου και συναξει τον σιτον αυτου εις την αποθηκην το δε αχυρον κατακαυσει πυρι ασβεστω
Matthew,3,13,Τοτε παραγινεται ο Ιησους απο της Γαλιλαιας επι τον Ιορδανην προς τον Ιωαννην του βαπτισθηναι υπ αυτου
Matthew,3,14,ο δε Ιωαννης διεκωλυεν αυτον λεγων Εγω χρειαν εχω υπο σου βαπτισθηναι και συ ερχη προς με
Matthew,3,15,αποκριθεις δε ο Ιησους ειπεν προς αυτον Αφες αρτι ουτως γαρ πρεπον εστιν ημιν πληρωσαι πασαν δικαιοσυνην τοτε αφιησιν αυτον
Matthew,3,16,βαπτισθεις δε ο Ιησους ευθυς ανεβη απο του υδατος και ιδου ηνεωχθησαν οι ουρανοι και ειδεν πνευμα θεου καταβαινον ωσει περιστεραν ερχομενον επ αυτον
Matthew,3,17,και ιδου φωνη εκ των ουρανων λεγουσα Ουτος εστιν ο υιος μου ο αγαπητος εν ω ευδοκησα
Matthew,4,1,Τοτε ο Ιησους ανηχθη εις την ερημον υπο του πνευματος πειρασθηναι υπο του διαβολου
Matthew,4,2,και νηστευσας ημερας τεσσερακοντα και νυκτας τεσσερακοντα υστερον επεινασεν
Matthew,4,3,και προσελθων ο πειραζων ειπεν αυτω Ει υιος ει του θεου ειπε ινα οι λιθοι ουτοι αρτοι γενωνται
Matthew,4,4,ο δε αποκριθεις ειπεν Γεγραπται Ουκ επ αρτω μονω ζησεται ο ανθρωπος αλλ επι παντι ρηματι εκπορευομενω δια στοματος θεου
Matthew,4,5,Τοτε παραλαμβανει αυτον ο διαβολος εις την αγιαν πολιν και εστησεν αυτον επι το πτερυγιον του ιερου
Matthew,4,6,και λεγει αυτω Ει υιος ει του θεου βαλε σεαυτον κατω γεγραπται γαρ οτι Τοις αγγελοις αυτου εντελειται περι σου και επι χειρων αρουσιν σε μηποτε προσκοψης προς λιθον τον ποδα σου
Matthew,4,7,εφη αυτω ο Ιησους Παλιν γεγραπται Ουκ εκπειρασεις κυριον τον θεον σου
Matthew,4,8,Παλιν παραλαμβανει αυτον ο διαβολος εις ορος υψηλον λιαν και δεικνυσιν αυτω πασας τας βασιλειας του κοσμου και την δοξαν αυτων
Matthew,4,9,και ειπεν αυτω Ταυτα σοι παντα δωσω εαν πεσων προσκυνησης μοι
Matthew,4,10,τοτε λεγει αυτω ο Ιησους ϒπαγε Σατανα γεγραπται γαρ Κυριον τον θεον σου προσκυνησεις και αυτω μονω λατρευσεις
Matthew,4,11,τοτε αφιησιν αυτον ο διαβολος και ιδου αγγελοι προσηλθον και διηκονουν αυτω
Matthew,4,12,Ακουσας δε οτι Ιωαννης παρεδοθη ανεχωρησεν εις την Γαλιλαιαν
Matthew,4,13,και καταλιπων την Ναζαρα ελθων κατωκησεν εις Καφαρναουμ την παραθαλασσιαν εν οριοις Ζαβουλων και Νεφθαλιμ
Matthew,4,14,ινα πληρωθη το ρηθεν δια Ησαιου του προφητου λεγοντος
Matthew,4,15,Γη Ζαβουλων και γη Νεφθαλιμ οδον θαλασσης περαν του Ιορδανου Γαλιλαια των εθνων
Matthew,4,16,ο λαος ο καθημενος εν σκοτια φως ειδεν μεγα και τοις καθημενοις εν χωρα και σκια θανατου φως ανετειλεν αυτοις
Matthew,4,17,Απο τοτε ηρξατο ο Ιησους κηρυσσειν και λεγειν Μετανοειτε ηγγικεν γαρ η βασιλεια των ουρανων
Matthew,4,18,Περιπατων δε παρα την θαλασσαν της Γαλιλαιας ειδεν δυο αδελφους Σιμωνα τον λεγομενον Πετρον και Ανδρεαν τον αδελφον αυτου βαλλοντας αμφιβληστρον εις την θαλασσαν ησαν γαρ αλιεις
Matthew,4,19,και λεγει αυτοις Δευτε οπισω μου και ποιησω υμας αλιεις ανθρωπων
Matthew,4,20,οι δε ευθεως αφεντες τα δικτυα ηκολουθησαν αυτω
Matthew,4,21,Και προβας εκειθεν ειδεν αλλους δυο αδελφους Ιακωβον τον του Ζεβεδαιου και Ιωαννην τον αδελφον αυτου εν τω πλοιω μετα Ζεβεδαιου του πατρος αυτων καταρτιζοντας τα δικτυα αυτων και εκαλεσεν αυτους
Matthew,4,22,οι δε ευθεως αφεντες το πλοιον και τον πατερα αυτων ηκολουθησαν αυτω
Matthew,4,23,Και περιηγεν εν ολη τη Γαλιλαια διδασκων εν ταις συναγωγαις αυτων και κηρυσσων το ευαγγελιον της βασιλειας και θεραπευων πασαν νοσον και πασαν μαλακιαν εν τω λαω
Matthew,4,24,και απηλθεν η ακοη αυτου εις ολην την Συριαν και προσηνεγκαν αυτω παντας τους κακως εχοντας ποικιλαις νοσοις και βασανοις συνεχομενους δαιμονιζομενους και σεληνιαζομενους και παραλυτικους και εθεραπευσεν αυτους
Matthew,4,25,και ηκολουθησαν αυτω οχλοι πολλοι απο της Γαλιλαιας και Δεκαπολεως και Ιεροσολυμων και Ιουδαιας και περαν του Ιορδανου
Matthew,5,1,Ιδων δε τους οχλους ανεβη εις το ορος και καθισαντος αυτου προσηλθαν αυτω οι μαθηται αυτου
Matthew,5,2,και ανοιξας το στομα αυτου εδιδασκεν αυτους λεγων
Matthew,5,3,Μακαριοι οι πτωχοι τω πνευματι οτι αυτων εστιν η βασιλεια των ουρανων
Matthew,5,4,μακαριοι οι πενθουντες οτι αυτοι παρακληθησονται
Matthew,5,5,μακαριοι οι πραεις οτι αυτοι κληρονομησουσι την γην
Matthew,5,6,μακαριοι οι πεινωντες και διψωντες την δικαιοσυνην οτι αυτοι χορτασθησονται
Matthew,5,7,μακαριοι οι ελεημονες οτι αυτοι ελεηθησονται
Matthew,5,8,μακαριοι οι καθαροι τη καρδια οτι αυτοι τον θεον οψονται
Matthew,5,9,μακαριοι οι ειρηνοποιοι οτι αυτοι υιοι θεου κληθησονται
Matthew,5,10,μακαριοι οι δεδιωγμενοι ενεκεν δικαιοσυνης οτι αυτων εστιν η βασιλεια των ουρανων
Matthew,5,11,μακαριοι εστε οταν ονειδισωσιν υμας και διωξωσιν και ειπωσιν παν πονηρον καθ υμων ψευδομενοι ενεκεν εμου
Matthew,5,12,χαιρετε και αγαλλιασθε οτι ο μισθος υμων πολυς εν τοις ουρανοις ουτως γαρ εδιωξαν τους προφητας τους προ υμων
Matthew,5,13,ϒμεις εστε το αλας της γης εαν δε το αλας μωρανθη εν τινι αλισθησεται εις ουδεν ισχυει ετι ει μη βληθεν εξω καταπατεισθαι υπο των ανθρωπων
Matthew,5,14,ϒμεις εστε το φως του κοσμου ου δυναται πολις κρυβηναι επανω ορους κειμενη
Matthew,5,15,ουδε καιουσιν λυχνον και τιθεασιν αυτον υπο τον μοδιον αλλ επι την λυχνιαν και λαμπει πασιν τοις εν τη οικια
Matthew,5,16,ουτως λαμψατω το φως υμων εμπροσθεν των ανθρωπων οπως ιδωσιν υμων τα καλα εργα και δοξασωσιν τον πατερα υμων τον εν τοις ουρανοις
Matthew,5,17,Μη νομισητε οτι ηλθον καταλυσαι τον νομον η τους προφητας ουκ ηλθον καταλυσαι αλλα πληρωσαι
Matthew,5,18,αμην γαρ λεγω υμιν εως αν παρελθη ο ουρανος και η γη ιωτα εν η μια κεραια ου μη παρελθη απο του νομου εως αν παντα γενηται
Matthew,5,19,ος εαν ουν λυση μιαν των εντολων τουτων των ελαχιστων και διδαξη ουτως τους ανθρωπους ελαχιστος κληθησεται εν τη βασιλεια των ουρανων ος δ αν ποιηση και διδαξη ουτος μεγας κληθησεται εν τη βασιλεια των ουρανων
Matthew,5,20,λεγω γαρ υμιν οτι εαν μη περισσευση υμων η δικαιοσυνη πλειον των γραμματεων και Φαρισαιων ου μη εισελθητε εις την βασιλειαν των ουρανων
Matthew,5,21,Ηκουσατε οτι ερρεθη τοις αρχαιοις Ου φονευσεις ος δ αν φονευση ενοχος εσται τη κρισει
Matthew,5,22,εγω δε λεγω υμιν οτι πας ο οργιζομενος τω αδελφω αυτου ενοχος εσται τη κρισει ος δ αν ειπη τω αδελφω αυτου Ρακα ενοχος εσται τω συνεδριω ος δ αν ειπη Μωρε ενοχος εσται εις την γεενναν του πυρος
Matthew,5,23,εαν ουν προσφερης το δωρον σου επι το θυσιαστηριον κακει μνησθης οτι ο αδελφος σου εχει τι κατα σου
Matthew,5,24,αφες εκει το δωρον σου εμπροσθεν του θυσιαστηριου και υπαγε πρωτον διαλλαγηθι τω αδελφω σου και τοτε ελθων προσφερε το δωρον σου
Matthew,5,25,ισθι ευνοων τω αντιδικω σου ταχυ εως οτου ει μετ αυτου εν τη οδω μηποτε σε παραδω ο αντιδικος τω κριτη και ο κριτης τω υπηρετη και εις φυλακην βληθηση
Matthew,5,26,αμην λεγω σοι ου μη εξελθης εκειθεν εως αν αποδως τον εσχατον κοδραντην
Matthew,5,27,Ηκουσατε οτι ερρεθη Ου μοιχευσεις
Matthew,5,28,εγω δε λεγω υμιν οτι πας ο βλεπων γυναικα προς το επιθυμησαι αυτην ηδη εμοιχευσεν αυτην εν τη καρδια αυτου
Matthew,5,29,ει δε ο οφθαλμος σου ο δεξιος σκανδαλιζει σε εξελε αυτον και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εις γεενναν
Matthew,5,30,και ει η δεξια σου χειρ σκανδαλιζει σε εκκοψον αυτην και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου εις γεενναν απελθη
Matthew,5,31,Ερρεθη δε Ος αν απολυση την γυναικα αυτου δοτω αυτη αποστασιον
Matthew,5,32,εγω δε λεγω υμιν οτι πας ο απολυων την γυναικα αυτου παρεκτος λογου πορνειας ποιει αυτην μοιχευθηναι και ος εαν απολελυμενην γαμηση μοιχαται
Matthew,5,33,Παλιν ηκουσατε οτι ερρεθη τοις αρχαιοις Ουκ επιορκησεις αποδωσεις δε τω κυριω τους ορκους σου
Matthew,5,34,εγω δε λεγω υμιν μη ομοσαι ολως μητε εν τω ουρανω οτι θρονος εστιν του θεου
Matthew,5,35,μητε εν τη γη οτι υποποδιον εστιν των ποδων αυτου μητε εις Ιεροσολυμα οτι πολις εστιν του μεγαλου βασιλεως
Matthew,5,36,μητε εν τη κεφαλη σου ομοσης οτι ου δυνασαι μιαν τριχα λευκην ποιησαι η μελαιναν
Matthew,5,37,εστω δε ο λογος υμων ναι ναι ου ου το δε περισσον τουτων εκ του πονηρου εστιν
Matthew,5,38,Ηκουσατε οτι ερρεθη Οφθαλμον αντι οφθαλμου και οδοντα αντι οδοντος
Matthew,5,39,εγω δε λεγω υμιν μη αντιστηναι τω πονηρω αλλ οστις σε ραπιζει εις την δεξιαν σιαγονα στρεψον αυτω και την αλλην
Matthew,5,40,και τω θελοντι σοι κριθηναι και τον χιτωνα σου λαβειν αφες αυτω και το ιματιον
Matthew,5,41,και οστις σε αγγαρευσει μιλιον εν υπαγε μετ αυτου δυο
Matthew,5,42,τω αιτουντι σε δος και τον θελοντα απο σου δανισασθαι μη αποστραφης
Matthew,5,43,Ηκουσατε οτι ερρεθη Αγαπησεις τον πλησιον σου και μισησεις τον εχθρον σου
Matthew,5,44,εγω δε λεγω υμιν αγαπατε τους εχθρους υμων και προσευχεσθε υπερ των διωκοντων υμας
Matthew,5,45,οπως γενησθε υιοι του πατρος υμων του εν ουρανοις οτι τον ηλιον αυτου ανατελλει επι πονηρους και αγαθους και βρεχει επι δικαιους και αδικους
Matthew,5,46,εαν γαρ αγαπησητε τους αγαπωντας υμας τινα μισθον εχετε ουχι και οι τελωναι το αυτο ποιουσιν
Matthew,5,47,και εαν ασπασησθε τους αδελφους υμων μονον τι περισσον ποιειτε ουχι και οι εθνικοι το αυτο ποιουσιν
Matthew,5,48,Εσεσθε ουν υμεις τελειοι ως ο πατηρ υμων ο ουρανιος τελειος εστιν
Matthew,6,1,Προσεχετε δε την δικαιοσυνην υμων μη ποιειν εμπροσθεν των ανθρωπων προς το θεαθηναι αυτοις ει δε μη γε μισθον ουκ εχετε παρα τω πατρι υμων τω εν τοις ουρανοις
Matthew,6,2,Οταν ουν ποιης ελεημοσυνην μη σαλπισης εμπροσθεν σου ωσπερ οι υποκριται ποιουσιν εν ταις συναγωγαις και εν ταις ρυμαις οπως δοξασθωσιν υπο των ανθρωπων αμην λεγω υμιν απεχουσιν τον μισθον αυτων
Matthew,6,3,σου δε ποιουντος ελεημοσυνην μη γνωτω η αριστερα σου τι ποιει η δεξια σου
Matthew,6,4,οπως η σου η ελεημοσυνη εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
Matthew,6,5,Και οταν προσευχησθε ουκ εσεσθε ως οι υποκριται οτι φιλουσιν εν ταις συναγωγαις και εν ταις γωνιαις των πλατειων εστωτες προσευχεσθαι οπως φανωσιν τοις ανθρωποις αμην λεγω υμιν απεχουσι τον μισθον αυτων
Matthew,6,6,συ δε οταν προσευχη εισελθε εις το ταμειον σου και κλεισας την θυραν σου προσευξαι τω πατρι σου τω εν τω κρυπτω και ο πατηρ σου ο βλεπων εν τω κρυπτω αποδωσει σοι
Matthew,6,7,Προσευχομενοι δε μη βατταλογησητε ωσπερ οι εθνικοι δοκουσιν γαρ οτι εν τη πολυλογια αυτων εισακουσθησονται
Matthew,6,8,μη ουν ομοιωθητε αυτοις οιδεν γαρ ο πατηρ υμων ων χρειαν εχετε προ του υμας αιτησαι αυτον
Matthew,6,9,Ουτως ουν προσευχεσθε υμεις Πατερ ημων ο εν τοις ουρανοις αγιασθητω το ονομα σου
Matthew,6,10,ελθετω η βασιλεια σου γενηθητω το θελημα σου ως εν ουρανω και επι γης
Matthew,6,11,τον αρτον ημων τον επιουσιον δος ημιν σημερον
Matthew,6,12,και αφες ημιν τα οφειληματα ημων ως και ημεις αφηκαμεν τοις οφειλεταις ημων
Matthew,6,13,και μη εισενεγκης ημας εις πειρασμον αλλα ρυσαι ημας απο του πονηρου
Matthew,6,14,εαν γαρ αφητε τοις ανθρωποις τα παραπτωματα αυτων αφησει και υμιν ο πατηρ υμων ο ουρανιος
Matthew,6,15,εαν δε μη αφητε τοις ανθρωποις ουδε ο πατηρ υμων αφησει τα παραπτωματα υμων
Matthew,6,16,Οταν δε νηστευητε μη γινεσθε ως οι υποκριται σκυθρωποι αφανιζουσιν γαρ τα προσωπα αυτων οπως φανωσιν τοις ανθρωποις νηστευοντες αμην λεγω υμιν απεχουσιν τον μισθον αυτων
Matthew,6,17,συ δε νηστευων αλειψαι σου την κεφαλην και το προσωπον σου νιψαι
Matthew,6,18,οπως μη φανης τοις ανθρωποις νηστευων αλλα τω πατρι σου τω εν τω κρυφαιω και ο πατηρ σου ο βλεπων εν τω κρυφαιω αποδωσει σοι
Matthew,6,19,Μη θησαυριζετε υμιν θησαυρους επι της γης οπου σης και βρωσις αφανιζει και οπου κλεπται διορυσσουσιν και κλεπτουσιν
Matthew,6,20,θησαυριζετε δε υμιν θησαυρους εν ουρανω οπου ουτε σης ουτε βρωσις αφανιζει και οπου κλεπται ου διορυσσουσιν ουδε κλεπτουσιν
Matthew,6,21,οπου γαρ εστιν ο θησαυρος σου εκει εσται και η καρδια σου
Matthew,6,22,Ο λυχνος του σωματος εστιν ο οφθαλμος εαν ουν η ο οφθαλμος σου απλους ολον το σωμα σου φωτεινον εσται
Matthew,6,23,εαν δε ο οφθαλμος σου πονηρος η ολον το σωμα σου σκοτεινον εσται ει ουν το φως το εν σοι σκοτος εστιν το σκοτος ποσον
Matthew,6,24,Ουδεις δυναται δυσι κυριοις δουλευειν η γαρ τον ενα μισησει και τον ετερον αγαπησει η ενος ανθεξεται και του ετερου καταφρονησει ου δυνασθε θεω δουλευειν και μαμωνα
Matthew,6,25,Δια τουτο λεγω υμιν μη μεριμνατε τη ψυχη υμων τι φαγητε μηδε τω σωματι υμων τι ενδυσησθε ουχι η ψυχη πλειον εστι της τροφης και το σωμα του ενδυματος
Matthew,6,26,εμβλεψατε εις τα πετεινα του ουρανου οτι ου σπειρουσιν ουδε θεριζουσιν ουδε συναγουσιν εις αποθηκας και ο πατηρ υμων ο ουρανιος τρεφει αυτα ουχ υμεις μαλλον διαφερετε αυτων
Matthew,6,27,τις δε εξ υμων μεριμνων δυναται προσθειναι επι την ηλικιαν αυτου πηχυν ενα
Matthew,6,28,και περι ενδυματος τι μεριμνατε καταμαθετε τα κρινα του αγρου πως αυξανουσιν ου κοπιωσιν ουδε νηθουσιν
Matthew,6,29,λεγω δε υμιν οτι ουδε Σολομων εν παση τη δοξη αυτου περιεβαλετο ως εν τουτων
Matthew,6,30,ει δε τον χορτον του αγρου σημερον οντα και αυριον εις κλιβανον βαλλομενον ο θεος ουτως αμφιεννυσιν ου πολλω μαλλον υμας ολιγοπιστοι
Matthew,6,31,μη ουν μεριμνησητε λεγοντες Τι φαγωμεν η Τι πιωμεν η Τι περιβαλωμεθα
Matthew,6,32,παντα γαρ ταυτα τα εθνη επιζητουσιν οιδεν γαρ ο πατηρ υμων ο ουρανιος οτι χρηζετε τουτων απαντων
Matthew,6,33,ζητειτε δε πρωτον την βασιλειαν και την δικαιοσυνην αυτου και ταυτα παντα προστεθησεται υμιν
Matthew,6,34,μη ουν μεριμνησητε εις την αυριον η γαρ αυριον μεριμνησει αυτης αρκετον τη ημερα η κακια αυτης
Matthew,7,1,Μη κρινετε ινα μη κριθητε
